,address,affordable_units,block,lat,latest_date,latlng,lon,lot,net_units,status,units,year,zone,unitcat
102,"230 02ND AV, San Francisco, CA",0.0,1432,37.784401,11-Jun-14,"37.784401,-122.459897,OK",-122.459897,37,3.0,OK,3,2014,RM-1,0
103,"230 11TH ST, San Francisco, CA",0.0,3516,37.772532,27-Aug-14,"37.772532,-122.415292,OK",-122.415292,5,4.0,OK,15,2014,SLR,0
104,"233 LAIDLEY ST, San Francisco, CA",0.0,6684,37.738309,10-Dec-14,"37.738309,-122.427785,OK",-122.427785,22,1.0,OK,1,2014,RH-1,0
105,"233 LAIDLEY ST, San Francisco, CA",0.0,6684,37.738309,10-Dec-14,"37.738309,-122.427785,OK",-122.427785,22,-1.0,OK,-1,2014,RH-1,4
106,"238 PARIS ST, San Francisco, CA",0.0,6015,37.7248019,07-Jan-14,"37.7248019,-122.432916,OK",-122.432916,9,-1.0,OK,1,2014,RH-1,4
107,"2397 DIAMOND ST, San Francisco, CA",0.0,7551,37.7384655,14-May-14,"37.7384655,-122.43614,OK",-122.43614,107,1.0,OK,1,2014,RH-1,0
108,"2418 BALBOA ST, San Francisco, CA",1,1568,37.776583,17-Nov-14,"37.776583,-122.48492,OK",-122.48492,12,1.0,OK,2,2014,RH-2,0
109,"2421 16TH ST, San Francisco, CA",1,3965,37.7654907,12-Dec-14,"37.7654907,-122.4107608,OK",-122.4107608,1,12.0,OK,12,2014,UMU,0
110,"246 RITCH ST, San Francisco, CA",0.0,3776,37.7802473,06-Feb-14,"37.7802473,-122.3958055,OK",-122.3958055,92,19.0,OK,19,2014,SLI,0
111,"2475 BRYANT ST, San Francisco, CA",0.0,4151,37.7548966,27-Jun-14,"37.7548966,-122.4091164,OK",-122.4091164,20,-1.0,OK,2,2014,RM-1,4
112,"248 OCEAN AV, San Francisco, CA",0.0,3211,37.723444,22-Apr-14,"37.723444,-122.442083,OK",-122.442083,9,5.0,OK,5,2014,NC-1,0
113,"25 ELGIN PK, San Francisco, CA",1,3502,37.77104629999999,17-Dec-14,"37.77104629999999,-122.4231462,OK",-122.4231462,111,1.0,OK,9,2014,RTO,0
114,"250 KEARNY ST, San Francisco, CA",0.0,288,37.79055719999999,22-Aug-14,"37.79055719999999,-122.4038736,OK",-122.4038736,25,-10.0,OK,136,2014,C-3-O,4
115,"253 PARKER AV, San Francisco, CA",1,1086,37.7808052,11-Jun-14,"37.7808052,-122.4543335,OK",-122.4543335,6,1.0,OK,3,2014,RM-1,0
116,"253 SANCHEZ ST, San Francisco, CA",0.0,3558,37.765113,28-Oct-14,"37.765113,-122.430591,OK",-122.430591,29,1.0,OK,1,2014,RTO,0
117,"2559 VAN NESS AV, San Francisco, CA",0.0,527,37.7992578,25-Nov-14,"37.7992578,-122.4245097,OK",-122.4245097,2,27.0,OK,27,2014,RC-3,0
118,"259 CHESTER AV, San Francisco, CA",0.0,7129,37.711257,20-Feb-14,"37.711257,-122.4702566,OK",-122.4702566,28,-1.0,OK,1,2014,RH-1,4
119,"260 05TH ST, San Francisco, CA",27,3732,37.7807483,23-Jun-14,"37.7807483,-122.4043537,OK",-122.4043537,8,182.0,OK,182,2014,MUR,1
120,"262 MADISON ST, San Francisco, CA",0.0,5943,37.7258725,06-Nov-14,"37.7258725,-122.4225571,OK",-122.4225571,50,1.0,OK,1,2014,RM-1,0
121,"2645 BALBOA ST, San Francisco, CA",1,1617,37.7759349,16-Jul-14,"37.7759349,-122.487368,OK",-122.487368,,1.0,OK,2,2014,RH-2,0
122,"268 MADISON ST, San Francisco, CA",0.0,5943,37.725722,06-Nov-14,"37.725722,-122.422804,OK",-122.422804,51,1.0,OK,1,2014,RH-1,0
123,"2701 LARKIN ST, San Francisco, CA",0.0,477,37.8028286,10-Jun-14,"37.8028286,-122.4218429,OK",-122.4218429,5,-1.0,OK,12,2014,RM-3,4
124,"2712 BROADWAY , San Francisco, CA",0.0,959,37.79355,05-May-14,"37.79355,-122.4421894,OK",-122.4421894,8,-1.0,OK,-1,2014,RH-1(D),4
125,"272 BRIGHTON AV, San Francisco, CA",0.0,6944,37.7234709,12-Nov-14,"37.7234709,-122.4550006,OK",-122.4550006,62,2.0,OK,2,2014,RH-2,0
126,"2721 GOLDEN GATE AV, San Francisco, CA",0.0,1166,37.776807,21-Apr-14,"37.776807,-122.4555278,OK",-122.4555278,37,-1.0,OK,1,2014,RH-2,4
127,"277 ARLINGTON ST, San Francisco, CA",0.0,6689,37.7368878,13-Jun-14,"37.7368878,-122.426652,OK",-122.426652,16,-1.0,OK,1,2014,RH-2,4
128,"2808 MARKET ST, San Francisco, CA",1,2651,37.7615309,06-Mar-14,"37.7615309,-122.4396111,OK",-122.4396111,8,1.0,OK,2,2014,RH-2,0
129,"2810 CLAY ST, San Francisco, CA",0.0,1002,37.790276,17-Dec-14,"37.790276,-122.439744,OK",-122.439744,11,-1.0,OK,2,2014,RH-2,4
130,"2921 LAGUNA ST, San Francisco, CA",0.0,531,37.7982706,27-May-14,"37.7982706,-122.4308926,OK",-122.4308926,4,2.0,OK,2,2014,RH-2,0
131,"2923 HARRISON ST, San Francisco, CA",1,4271,37.7506569,19-Dec-14,"37.7506569,-122.411393,OK",-122.411393,34,1.0,OK,2,2014,RH-2,0
132,"2986 22ND ST, San Francisco, CA",0.0,3613,37.7559083,24-Nov-14,"37.7559083,-122.4139807,OK",-122.4139807,,2.0,OK,3,2014,RH-3,0
133,"301 MISSION ST, San Francisco, CA",0.0,3719,37.79050549999999,16-Jan-14,"37.79050549999999,-122.3962516,OK",-122.3962516,424,-1.0,OK,419,2014,C-3-O(SD),4
134,"307 SUMMIT WY, San Francisco, CA",0.0,7331,37.7148855,19-Dec-14,"37.7148855,-122.4773906,OK",-122.4773906,88,1.0,OK,1,2014,RM-1,0
135,"309 EUREKA ST, San Francisco, CA",0.0,2750,37.75717119999999,15-Jul-14,"37.75717119999999,-122.4379527,OK",-122.4379527,35,2.0,OK,2,2014,RH-2,0
136,"3129 MISSION ST, San Francisco, CA",0.0,5501,37.7472103,10-Sep-14,"37.7472103,-122.4185874,OK",-122.4185874,49,3.0,OK,3,2014,NC-3,0
137,"3135 24TH ST, San Francisco, CA",0.0,6520,37.75224619999999,16-Jan-14,"37.75224619999999,-122.4147536,OK",-122.4147536,36,9.0,OK,9,2014,24th-Mission NC,0
138,"318 ARLETA AV, San Francisco, CA",0.0,6233,37.7147759,19-Feb-14,"37.7147759,-122.4092818,OK",-122.4092818,58,1.0,OK,1,2014,RH-1,0
139,"3210 JACKSON ST, San Francisco, CA",0.0,973,37.7909574,04-Apr-14,"37.7909574,-122.4478959,OK",-122.4478959,31,1.0,OK,1,2014,RH-1,0
140,"322 29TH AV, San Francisco, CA",1,1405,37.7832135,27-Feb-14,"37.7832135,-122.4890417,OK",-122.4890417,45,1.0,OK,2,2014,RH-2,0
141,"333 FREMONT ST, San Francisco, CA",0.0,3747,37.7876734,19-Jun-14,"37.7876734,-122.3926993,OK",-122.3926993,19,82.0,OK,82,2014,RH DTR,1
142,"34 PLEASANT ST, San Francisco, CA",1,221,37.793043,13-Jan-14,"37.793043,-122.413384,OK",-122.413384,20,1.0,OK,3,2014,RM-3,0
143,"3418 26TH ST, San Francisco, CA",0.0,6529,37.73118890000001,30-Jun-14,"37.73118890000001,-122.481808,OK",-122.481808,12,11.0,OK,11,2014,RTO-M,0
144,"353 SAN JOSE AV, San Francisco, CA",0.0,6531,37.7495146,23-Dec-14,"37.7495146,-122.4213184,OK",-122.4213184,22,-1.0,OK,-1,2014,RM-2,4
145,"3666 17TH ST, San Francisco, CA",1,3566,37.763157,27-Jun-14,"37.763157,-122.427776,OK",-122.427776,35,1.0,OK,3,2014,RM-1,0
146,"3736 CESAR CHAVEZ ST, San Francisco, CA",1,6567,37.74818399999999,05-Dec-14,"37.74818399999999,-122.423319,OK",-122.423319,13,1.0,OK,2,2014,RH-2,0
147,"378 05TH ST, San Francisco, CA",44,3753,37.7793141,04-Apr-14,"37.7793141,-122.4021927,OK",-122.4021927,8,44.0,OK,44,2014,MUR,0
148,"385 IVY ST, San Francisco, CA",0.0,808,37.7770842,24-Jun-14,"37.7770842,-122.4244127,OK",-122.4244127,,2.0,OK,2,2014,HAYES NCT,0
149,"39 LLOYD ST, San Francisco, CA",0.0,1260,37.7698201,18-Apr-14,"37.7698201,-122.4357274,OK",-122.4357274,35,1.0,OK,1,2014,RH-3,0
150,"40 EDGEHILL WY, San Francisco, CA",0.0,2923,37.7429387,04-Jun-14,"37.7429387,-122.4610481,OK",-122.4610481,8,1.0,OK,1,2014,RH-1(D),0
151,"401 HARRISON ST, San Francisco, CA",0.0,3765,37.7863987,24-Nov-14,"37.7863987,-122.3920534,OK",-122.3920534,22,312.0,OK,312,2014,RH DTR,2
152,"4058 18TH ST, San Francisco, CA",0.0,3582,,11-Aug-14,,,52,-1.0,,1,2014,CASTRO NCD,4
153,"413 BOWDOIN ST, San Francisco, CA",1,5918,37.7301423,14-Oct-14,"37.7301423,-122.412063,OK",-122.412063,30,1.0,OK,2,2014,RH-2,0
154,"4132 03RD ST, San Francisco, CA",0.0,5260,37.73987959999999,30-Dec-14,"37.73987959999999,-122.3891287,OK",-122.3891287,3,7.0,OK,7,2014,M-1,0
155,"416 PLYMOUTH ST, San Francisco, CA",0.0,7103,37.71447,10-Jan-14,"37.71447,-122.455787,OK",-122.455787,,1.0,OK,0,2014,RH-2,0
156,"4163 24TH ST, San Francisco, CA",1,6506,37.7510911,22-Aug-14,"37.7510911,-122.4353946,OK",-122.4353946,34,1.0,OK,5,2014,24TH-NOE,0
157,"42 NEWMAN ST, San Francisco, CA",1,5715,37.737613,02-Jul-14,"37.737613,-122.41815,OK",-122.41815,1,1.0,OK,2,2014,RH-2,0
158,"427 31ST AV, San Francisco, CA",0.0,1463,37.781147,06-Oct-14,"37.781147,-122.491594,OK",-122.491594,5,2.0,OK,2,2014,RH-2,0
159,"427 31ST AV, San Francisco, CA",0.0,1463,37.781147,26-Mar-14,"37.781147,-122.491594,OK",-122.491594,5,-1.0,OK,-1,2014,RH-2,4
160,"4379 23RD ST, San Francisco, CA",1,2806,37.752281,18-Aug-14,"37.752281,-122.440304,OK",-122.440304,34,1.0,OK,2,2014,RH-2,0
161,"4443 19TH ST, San Francisco, CA",0.0,2699,37.7588819,05-Sep-14,"37.7588819,-122.438904,OK",-122.438904,44,1.0,OK,1,2014,RH-2,0
162,"45 BELCHER ST, San Francisco, CA",1,3537,37.76859,03-Dec-14,"37.76859,-122.42985,OK",-122.42985,78,1.0,OK,3,2014,RTO,0
163,"455 SAWYER ST, San Francisco, CA",0.0,6298,37.7123329,07-Oct-14,"37.7123329,-122.4145554,OK",-122.4145554,30,-1.0,OK,1,2014,RH-1,4
164,"461 HOFFMAN AV, San Francisco, CA",1,6503,37.7499449,28-Oct-14,"37.7499449,-122.440202,OK",-122.440202,20,1.0,OK,2,2014,RH-2,0
165,"470 33RD AV, San Francisco, CA",1,1464,37.7803307,31-Jan-14,"37.7803307,-122.4930941,OK",-122.4930941,,1.0,OK,2,2014,RH-2,0
166,"4849 MISSION ST, San Francisco, CA",1,6272,37.7208026,13-Mar-14,"37.7208026,-122.4377681,OK",-122.4377681,18,1.0,OK,2,2014,NC-3,0
167,"498 HOFFMAN AV, San Francisco, CA",0.0,6502,37.7495009,12-Aug-14,"37.7495009,-122.4405145,OK",-122.4405145,32,-2.0,OK,2,2014,RH-2,4
168,"5 NAPLES ST, San Francisco, CA",0.0,5948,37.728407,26-Feb-14,"37.728407,-122.425151,OK",-122.425151,,-1.0,OK,-1,2014,RH-1,4
169,"50 SUMMIT WY, San Francisco, CA",0.0,7331,37.7139691,19-Dec-14,"37.7139691,-122.4744807,OK",-122.4744807,19,2.0,OK,2,2014,RM-1,0
170,"517 DUBOCE AV, San Francisco, CA",1,3538,37.7691157,15-Dec-14,"37.7691157,-122.4318237,OK",-122.4318237,96,1.0,OK,3,2014,RTO,0
171,"52 ALPINE TR, San Francisco, CA",0.0,1258,37.7696388,27-Mar-14,"37.7696388,-122.4378991,OK",-122.4378991,37,3.0,OK,3,2014,RH-3,0
172,"52 MIDDLE POINT RD, San Francisco, CA",0.0,4624,37.735199,20-Feb-14,"37.735199,-122.3794269,OK",-122.3794269,4,-1.0,OK,12,2014,RM-1,4
173,"52 SUMMIT WY, San Francisco, CA",0.0,7331,37.7139691,19-Dec-14,"37.7139691,-122.4744807,OK",-122.4744807,5,2.0,OK,2,2014,RM-1,0
174,"5222 03RD ST, San Francisco, CA",0.0,5411,37.730331,02-Apr-14,"37.730331,-122.392675,OK",-122.392675,5,-1.0,OK,-1,2014,NC-3,4
175,"5228 03RD ST, San Francisco, CA",0.0,5411,37.730264,02-Apr-14,"37.730264,-122.392694,OK",-122.392694,6,-1.0,OK,-1,2014,NC-3,4
176,"5234 03RD ST, San Francisco, CA",0.0,5411,37.7301969,02-Apr-14,"37.7301969,-122.392713,OK",-122.392713,7,-1.0,OK,-1,2014,NC-3,4
177,"5238 03RD ST, San Francisco, CA",0.0,5411,37.73013,02-Apr-14,"37.73013,-122.392732,OK",-122.392732,8,-1.0,OK,-1,2014,NC-3,4
178,"5244 03RD ST, San Francisco, CA",0.0,5411,37.730063,02-Apr-14,"37.730063,-122.392751,OK",-122.392751,9,-1.0,OK,-1,2014,NC-3,4
179,"5250 03RD ST, San Francisco, CA",0.0,5411,37.72999600000001,02-Apr-14,"37.72999600000001,-122.392769,OK",-122.392769,10,-1.0,OK,-1,2014,NC-3,4
180,"530 FAXON AV, San Francisco, CA",0.0,6935,37.72411,15-Aug-14,"37.72411,-122.459917,OK",-122.459917,14,-1.0,OK,1,2014,RH-2,4
181,"530 SANCHEZ ST, San Francisco, CA",0.0,3584,37.7606282,23-Jun-14,"37.7606282,-122.4307078,OK",-122.4307078,7,2.0,OK,2,2014,RH-3,0
182,"530 SANCHEZ ST, San Francisco, CA",0.0,3584,37.7606282,23-Jun-14,"37.7606282,-122.4307078,OK",-122.4307078,7,-1.0,OK,-1,2014,RH-3,4
183,"530 SANCHEZ ST, San Francisco, CA",0.0,3584,37.7606282,20-Jun-14,"37.7606282,-122.4307078,OK",-122.4307078,7,-1.0,OK,-1,2014,RH-3,4
184,"534 11TH AV, San Francisco, CA",0.0,1553,37.7781804,04-Sep-14,"37.7781804,-122.469255,OK",-122.469255,36,-1.0,OK,1,2014,RH-2,4
185,"54 PERALTA AV, San Francisco, CA",0.0,5512,37.7481213,12-Sep-14,"37.7481213,-122.405923,OK",-122.405923,29,1.0,OK,1,2014,RH-2,0
186,"542 MORAGA ST, San Francisco, CA",1,1932,37.756668,03-Mar-14,"37.756668,-122.468745,OK",-122.468745,22,1.0,OK,2,2014,RH-2,0
187,"55 09TH ST, San Francisco, CA",33,3701,37.7771109,14-Oct-14,"37.7771109,-122.4151529,OK",-122.4151529,66,273.0,OK,273,2014,C-3-G,2
188,"562 28TH ST, San Francisco, CA",0.0,6604,37.745064,09-Jun-14,"37.745064,-122.434729,OK",-122.434729,16,-1.0,OK,-1,2014,RH-1,4
189,"577 29TH ST, San Francisco, CA",1,6630,37.743091,10-Jul-14,"37.743091,-122.432659,OK",-122.432659,31,1.0,OK,2,2014,RH-2,0
190,"60 PERALTA AV, San Francisco, CA",0.0,5512,37.74807,12-Sep-14,"37.74807,-122.4060127,OK",-122.4060127,31,1.0,OK,1,2014,RH-2,0
191,"601 BRODERICK ST, San Francisco, CA",0.0,1183,37.7758475,23-Sep-14,"37.7758475,-122.4399515,OK",-122.4399515,10,-1.0,OK,1,2014,RM-1,4
192,"615 UNION ST, San Francisco, CA",2,117,37.8002048,21-Jul-14,"37.8002048,-122.4095777,OK",-122.4095777,1,2.0,OK,46,2014,NO BEACH,0
193,"618 NATOMA ST, San Francisco, CA",1,3727,37.7781421,29-Jan-14,"37.7781421,-122.4105653,OK",-122.4105653,45,1.0,OK,5,2014,RED,0
194,"620 27TH AV, San Francisco, CA",0.0,1569,37.77761040000001,13-Feb-14,"37.77761040000001,-122.4867265,OK",-122.4867265,31,2.0,OK,2,2014,RH-2,0
195,"622 27TH AV, San Francisco, CA",0.0,1569,37.777598,13-Feb-14,"37.777598,-122.486377,OK",-122.486377,31,-1.0,OK,-1,2014,RH-2,4
196,"63 WEST POINT RD, San Francisco, CA",15,4624,37.7362474,20-Feb-14,"37.7362474,-122.3808471,OK",-122.3808471,4,15.0,OK,15,2014,RM-1,0
197,"642 HAYES ST, San Francisco, CA",1,806,37.776573,10-Dec-14,"37.776573,-122.427055,OK",-122.427055,8,1.0,OK,3,2014,RTO,0
198,"69 SUMMIT WY, San Francisco, CA",0.0,7331,37.7139691,12-Nov-14,"37.7139691,-122.4744807,OK",-122.4744807,5,2.0,OK,2,2014,RM-1,0
199,"701 LONG BRIDGE ST, San Francisco, CA",0.0,8711,37.7732872,24-Oct-14,"37.7732872,-122.3917127,OK",-122.3917127,19,188.0,OK,188,2014,MB-RA,1
200,"710 COLE ST, San Francisco, CA",1,1252,37.7683419,27-Jan-14,"37.7683419,-122.450184,OK",-122.450184,46,1.0,OK,2,2014,RH-3,0
201,"72 GOLD MINE DR, San Francisco, CA",0.0,7520,37.743855,19-Dec-14,"37.743855,-122.4373264,OK",-122.4373264,34,1.0,OK,1,2014,RH-1,0
202,"721 YORK ST, San Francisco, CA",1,4079,37.759709,17-Dec-14,"37.759709,-122.408639,OK",-122.408639,20,1.0,OK,2,2014,RH-2,0
203,"727 29TH AV, San Francisco, CA",1,1615,37.77553899999999,29-Oct-14,"37.77553899999999,-122.489031,OK",-122.489031,3,1.0,OK,2,2014,RH-2,0
204,"735 CLAYTON ST, San Francisco, CA",0.0,1253,37.7681438,28-Jan-14,"37.7681438,-122.4485447,OK",-122.4485447,9,-1.0,OK,2,2014,RH-3,4
205,"740 BAY ST, San Francisco, CA",1,27,37.805188,16-Jul-14,"37.805188,-122.419303,OK",-122.419303,8,1.0,OK,2,2014,RH-3,0
206,"75 LANSING ST, San Francisco, CA",1,3749,37.785712,15-Oct-14,"37.785712,-122.3942331,OK",-122.3942331,184,1.0,OK,3,2014,RH DTR,0
207,"758 SPRUCE ST, San Francisco, CA",1,1088,37.7809494,15-Oct-14,"37.7809494,-122.4527982,OK",-122.4527982,22,1.0,OK,2,2014,RH-3,0
208,"764 17TH AV, San Francisco, CA",1,1659,37.773671,15-Sep-14,"37.773671,-122.475344,OK",-122.475344,30,1.0,OK,2,2014,RH-2,0
209,"8 OCTAVIA ST, San Francisco, CA",7,855,37.7725981,24-Dec-14,"37.7725981,-122.4234298,OK",-122.4234298,11,49.0,OK,49,2014,HAYES NCT/NCT-3,0
210,"80 MISSOURI ST, San Francisco, CA",0.0,3951,37.7656735,11-Jul-14,"37.7656735,-122.3970446,OK",-122.3970446,5,2.0,OK,0,2014,UMU,0
211,"80 SYCAMORE ST, San Francisco, CA",0.0,3576,37.7627769,31-Mar-14,"37.7627769,-122.4210789,OK",-122.4210789,76,-1.0,OK,2,2014,RTO-Mission,4
212,"807 LYON ST, San Francisco, CA",1,1150,37.778448,21-Apr-14,"37.778448,-122.443896,OK",-122.443896,7,1.0,OK,3,2014,RH-3,0
213,"807 ROLPH ST, San Francisco, CA",0.0,6396,37.7117002,04-Apr-14,"37.7117002,-122.4297527,OK",-122.4297527,20,-1.0,OK,1,2014,RH-1,4
214,"814 HAYES ST, San Francisco, CA",0.0,804,37.776231,04-Mar-14,"37.776231,-122.429933,OK",-122.429933,7,-1.0,OK,-1,2014,RM-1,4
215,"827 NORTH POINT ST, San Francisco, CA",0.0,26,37.8053749,28-May-14,"37.8053749,-122.4208678,OK",-122.4208678,30,3.0,OK,3,2014,RH-3,0
216,"833 JAMESTOWN AV, San Francisco, CA",12,4991,37.717174,27-Mar-14,"37.717174,-122.392222,OK",-122.392222,277,12.0,OK,12,2014,RH-2,0
217,"837 JAMESTOWN AV, San Francisco, CA",10,4991,37.7169929,27-Mar-14,"37.7169929,-122.3908,OK",-122.3908,277,10.0,OK,10,2014,RH-2,0
218,"843 JAMESTOWN AV, San Francisco, CA",18,4991,37.7169378,27-Mar-14,"37.7169378,-122.3909539,OK",-122.3909539,277,18.0,OK,18,2014,RH-2,0
219,"850 BRUNSWICK ST, San Francisco, CA",0.0,6472,37.708404,28-Apr-14,"37.708404,-122.451291,OK",-122.451291,76,1.0,OK,1,2014,RH-1,0
220,"851 JAMESTOWN AV, San Francisco, CA",12,4991,37.7173468,20-Aug-14,"37.7173468,-122.3915227,OK",-122.3915227,277,12.0,OK,12,2014,RH-2,0
221,"853 JAMESTOWN AV, San Francisco, CA",36,4991,37.7175309,18-Aug-14,"37.7175309,-122.3916195,OK",-122.3916195,277,36.0,OK,36,2014,RH-2,0
222,"869 JAMESTOWN AV, San Francisco, CA",8,4991,37.7174419,17-Mar-14,"37.7174419,-122.3927998,OK",-122.3927998,277,8.0,OK,8,2014,RH-2,0
223,"871 JAMESTOWN AV, San Francisco, CA",18,4991,37.7178556,18-Aug-14,"37.7178556,-122.3928575,OK",-122.3928575,277,18.0,OK,18,2014,RH-2,0
224,"875 POST ST, San Francisco, CA",0.0,303,37.7870467,21-May-14,"37.7870467,-122.4161954,OK",-122.4161954,14,4.0,OK,50,2014,RC-4,0
225,"881 JAMESTOWN AV, San Francisco, CA",18,4991,37.7183389,18-Aug-14,"37.7183389,-122.3936284,OK",-122.3936284,277,18.0,OK,18,2014,RH-2,0
226,"900 FOLSOM ST, San Francisco, CA",40,3732,37.7801255,23-Jun-14,"37.7801255,-122.4041901,OK",-122.4041901,9,282.0,OK,282,2014,MUR,2
227,"946 WISCONSIN ST, San Francisco, CA",1,4161,37.755399,04-Jun-14,"37.755399,-122.399071,OK",-122.399071,19,1.0,OK,2,2014,RH-2,0
228,"973 MARKET ST, San Francisco, CA",7,3704,37.7824427,08-Sep-14,"37.7824427,-122.4094214,OK",-122.4094214,69,66.0,OK,66,2014,C-3-G,1
0,"1000 MASON ST, San Francisco, CA",63,3702,37.7930742,2013-10-03T00:00:00.000,"37.7930742,-122.4107104,OK",-122.4107104,52,418.0,OK,418,2013,RH-1 (D),2
1,"1000 POWELL ST, San Francisco, CA",49,3766,37.7941048,2013-02-27T00:00:00.000,"37.7941048,-122.4093554,OK",-122.4093554,9,326.0,OK,326,2013,RM-4,2
2,"101 DUBOCE AV, San Francisco, CA",38,3507,37.7697085,,"37.7697085,-122.422638,OK",-122.422638,41,317.0,OK,317,2013,RH-2,2
3,"1017 CAPITOL AV, San Francisco, CA",40,3547,37.7204131,2013-09-30T00:00:00.000,"37.7204131,-122.4594593,OK",-122.4594593,29,202.0,OK,202,2013,RH-1,2
4,"1028 WISCONSIN ST, San Francisco, CA",120,3749,37.754259,2013-11-22T00:00:00.000,"37.754259,-122.398962,OK",-122.398962,64,120.0,OK,120,2013,RM-1,1
5,"1066 JAMESTOWN AV, San Francisco, CA",14,871,37.7193862,,"37.7193862,-122.3947366,OK",-122.3947366,16,113.0,OK,113,2013,RM-2,1
6,"1078 HAMPSHIRE ST, San Francisco, CA",0,691,37.754872,2013-09-30T00:00:00.000,"37.754872,-122.40776,OK",-122.40776,8,107.0,OK,107,2013,RH-1,1
7,"1080 SUTTER ST, San Francisco, CA",100,768,37.78817919999999,2013-02-27T00:00:00.000,"37.78817919999999,-122.4179624,OK",-122.4179624,13,100.0,OK,100,2013,RM-2,1
8,"110 MIDDLE POINT RD, San Francisco, CA",0,3535,37.7363367,2013-11-20T00:00:00.000,"37.7363367,-122.3794381,OK",-122.3794381,1,81.0,OK,81,2013,RH-1,1
9,"112 WEST POINT RD, San Francisco, CA",73,5476,37.736044,2013-11-18T00:00:00.000,"37.736044,-122.3807864,OK",-122.3807864,9,73.0,OK,73,2013,C-3-G,1
10,"1146 CASTRO ST, San Francisco, CA",9,808,37.7522515,,"37.7522515,-122.4343565,OK",-122.4343565,36,63.0,OK,63,2013,RH-2,1
11,"1155 04TH ST, San Francisco, CA",60,3725,37.7732713,,"37.7732713,-122.3909647,OK",-122.3909647,101,60.0,OK,60,2013,C-3-S,1
12,"1170 SACRAMENTO ST, San Francisco, CA",54,4624,37.7929129,2013-07-18T00:00:00.000,"37.7929129,-122.4122041,OK",-122.4122041,9,54.0,OK,54,2013,RH-2,1
13,"1190 04TH ST, San Francisco, CA",44,3753,37.7732287,2013-10-02T00:00:00.000,"37.7732287,-122.3914643,OK",-122.3914643,8,44.0,OK,44,2013,RH-2,0
14,"120 MIDDLE POINT RD, San Francisco, CA",0,596,37.7363793,2013-06-19T00:00:00.000,"37.7363793,-122.3794371,OK",-122.3794371,24,41.0,OK,41,2013,RH-2,0
15,"120 WEST POINT RD, San Francisco, CA",0,668,37.7358948,2013-03-14T00:00:00.000,"37.7358948,-122.3807415,OK",-122.3807415,13,35.0,OK,35,2013,RH-1,0
16,"121 GOLDEN GATE AV, San Francisco, CA",0,3731,37.7818641,2013-02-20T00:00:00.000,"37.7818641,-122.4125452,OK",-122.4125452,102,23.0,OK,23,2013,RH-1,0
17,"1234 VALENCIA ST, San Francisco, CA",,1101,37.753113,2013-08-19T00:00:00.000,"37.753113,-122.4210415,OK",-122.4210415,48,21.0,OK,21,2013,RM-1,0
18,"1235 BUSH ST, San Francisco, CA",0,3639,37.78879939999999,2013-10-18T00:00:00.000,"37.78879939999999,-122.4176124,OK",-122.4176124,2,20.0,OK,20,2013,RH-3,0
19,"125 TRENTON ST, San Francisco, CA",,1127,37.7961585,2013-05-15T00:00:00.000,"37.7961585,-122.4093167,OK",-122.4093167,64,19.0,OK,19,2013,RC-4,0
20,"126 MULLEN AV, San Francisco, CA",0,3564,37.74623649999999,2013-11-12T00:00:00.000,"37.74623649999999,-122.4085625,OK",-122.4085625,91,18.0,OK,18,2013,NC-2,0
21,"1265 BAY ST, San Francisco, CA",,3588,37.803511,2013-11-26T00:00:00.000,"37.803511,-122.42784,OK",-122.42784,12,17.0,OK,17,2013,RH-2,0
22,"1266 09TH AV, San Francisco, CA",2,4058,37.7646394,2013-11-21T00:00:00.000,"37.7646394,-122.4661411,OK",-122.4661411,8,16.0,OK,16,2013,RH-2,0
23,"1275 INDIANA ST, San Francisco, CA",13,4624,37.75419249999999,2013-04-09T00:00:00.000,"37.75419249999999,-122.3905999,OK",-122.3905999,4,13.0,OK,13,2013,UMU,0
24,"130 BLANKEN AV, San Francisco, CA",1,3726,,2013-04-15T00:00:00.000,,,47,13.0,,13,2013,RH-2,0
25,"130 PALM AV, San Francisco, CA",2,1028,37.7830326,2013-02-06T00:00:00.000,"37.7830326,-122.4575388,OK",-122.4575388,28,13.0,OK,13,2013,RH-1,0
26,"130 WEST POINT RD, San Francisco, CA",2,3557,37.7356918,2013-09-13T00:00:00.000,"37.7356918,-122.3806637,OK",-122.3806637,63,10.0,OK,10,2013,UMU,0
27,"1320 21ST AV, San Francisco, CA",,6520,37.76300519999999,2013-09-26T00:00:00.000,"37.76300519999999,-122.4790485,OK",-122.4790485,36,9.0,OK,9,2013,UMU,0
28,"1324 FRANCISCO ST, San Francisco, CA",0,123,37.8031422,2013-11-26T00:00:00.000,"37.8031422,-122.4271292,OK",-122.4271292,2,7.0,OK,7,2013,RM-1,0
29,"1326 FRANCISCO ST, San Francisco, CA",,5476,37.8031307,2013-07-15T00:00:00.000,"37.8031307,-122.4271218,OK",-122.4271218,17,7.0,OK,7,2013,RH-2,0
30,"133 ELSIE ST, San Francisco, CA",,3211,37.7424475,2013-08-01T00:00:00.000,"37.7424475,-122.4177191,OK",-122.4177191,9,5.0,OK,5,2013,RH-1,0
31,"1338 UNION ST, San Francisco, CA",,7118,37.799197,2013-10-17T00:00:00.000,"37.799197,-122.421426,OK",-122.421426,49,4.0,OK,4,2013,RH-1,0
